,year,job,gender_dominant_group,gender_prop_diff
1629,1920,Gardener / Groundskeeper,male dominant,0.9555142290845915
1632,1920,Household Worker,female dominant,-0.8626811875219519
1636,1920,Inspector,male dominant,0.923145491969336
1638,1920,Insurance Agent,male dominant,0.9094230183781705
1639,1920,Janitor,male dominant,0.7250679343502803
1640,1920,Jeweler,male dominant,0.8543274301893077
1642,1920,Laborer,male dominant,0.8982318059590728
1643,1920,Laundry / Dry Cleaning,balanced,-0.28946276167993984
1644,1920,Lawyer / Judge,male dominant,0.9818933666103893
1648,1920,Locomotive Engineer,male dominant,0.9928934815768359
1652,1920,Lumberman,male dominant,0.9875538696354821
1653,1920,Machinist,male dominant,0.9838575782731729
1654,1920,Mail Carrier,male dominant,0.9814663618549967
1655,1920,Manager / Owner,male dominant,0.8700489549277045
1656,1920,Mason,male dominant,0.9920277131874911
1658,1920,Meat Cutter,male dominant,0.9793297937705796
1659,1920,Mechanic,male dominant,0.9782970100492122
1665,1920,Messenger,male dominant,0.7910796772276848
1666,1920,Metal Filer,male dominant,0.9043885165043632
1668,1920,Metal Worker,male dominant,0.9922636744349606
1670,1920,Military,male dominant,0.9927625955601
1674,1920,Miner,male dominant,0.9919688928059761
1675,1920,Model Maker,male dominant,0.986564235591473
1679,1920,Musician / Music Teacher,balanced,-0.1673257295990065
1680,1920,Newsboy,male dominant,0.9632671616911653
1681,1920,Nurse,female dominant,-0.9337021160986506
1685,1920,Operative,balanced,0.278844272332218
1689,1920,Painter,male dominant,0.9606714033440233
1694,1920,Photographer,male dominant,0.6536232920809786
1695,1920,Physician / Surgeon,male dominant,0.9180744924821733
1698,1920,Plasterer,male dominant,0.9947591002257219
1699,1920,Plumber,male dominant,0.9944240835279673
1700,1920,Policeman / Detective,male dominant,0.9762283112867205
1701,1920,Porter,male dominant,0.9749962397034232
1704,1920,Pressman,male dominant,0.9426575698505523
1706,1920,Professional - Misc,male dominant,0.4876790830945559
1707,1920,Professor,male dominant,0.3382511828918446
1722,1920,Public Officials,male dominant,0.825714645510641
1725,1920,Railroad Brakeman,male dominant,0.9950329355844113
1726,1920,Railroad Conductor,male dominant,0.9951230111784447
1728,1920,Real Estate Agent,male dominant,0.9303909691188151
1730,1920,Religious Worker,female dominant,-0.5841062011274777
1733,1920,Roller,male dominant,0.984792312930317
1734,1920,Roofer,only male,1.0
1735,1920,Sailor,male dominant,0.9848646623583404
1736,1920,Salesman,male dominant,0.4003487774956492
1737,1920,Sawyer,male dominant,0.9846772358340287
1745,1920,Security Guard,male dominant,0.9781192130974795
1747,1920,Service Worker,balanced,-0.2878166017450467
1749,1920,Sheriff / Bailiff,male dominant,0.9593117408906883
1750,1920,Ship Officers,male dominant,0.9908595217086359
1751,1920,Shipping and Receiving,male dominant,0.9210437802617273
1752,1920,Shoemaker,male dominant,0.9080570813436749
1755,1920,Stationary Engineer,male dominant,0.9960958073416217
1763,1920,Teacher,female dominant,-0.6744526277787768
1774,1920,Ticket Agent,male dominant,0.9360643827194992
1775,1920,Tool Maker,male dominant,0.9901228933728852
1776,1920,Truck / Tractor Driver,male dominant,0.9857957876470254
1777,1920,Typesetter,male dominant,0.8517276171512191
1779,1920,Upholsterer,male dominant,0.9265320967448627
1782,1920,Waiter / Waitress,balanced,0.02171945701357466
1800,1930,Architect,only male,1.0
1801,1930,Artist / Art Teacher,balanced,0.2660084216640046
1804,1930,Author,balanced,0.19990503323836656
1806,1930,Baker,male dominant,0.8490498440042396
1808,1930,Barber / Beautician,male dominant,0.39666739460546563
1809,1930,Bartender,only male,1.0
1810,1930,Bill Collector,male dominant,0.8228209429852017
1815,1930,Boilermaker,only male,1.0
1817,1930,Bookkeeper,balanced,-0.24403686317445092
1823,1930,Cabinet Maker,male dominant,0.9837257172262962
1825,1930,Carpenter,male dominant,0.9988133180424907
1830,1930,Chemist,male dominant,0.9737163973247976
1832,1930,Clergyman,male dominant,0.9637484321806128
1833,1930,Clerical Worker,male dominant,0.37145563243525
1844,1930,Delivery Man,male dominant,0.9788538590870689
1846,1930,Dentist,male dominant,0.9300604501251885
1847,1930,Designer,balanced,-0.00017979144192736425
1851,1930,Draftsman,male dominant,0.9161306371939302
1852,1930,Dressmaker / Seamstress,female dominant,-0.9465525721508544
1855,1930,Editor / Reporter,male dominant,0.5902000843142977
1862,1930,Engineer - Civil,only male,1.0
1865,1930,Engineer - Mechanical,only male,1.0
1868,1930,Engraver,male dominant,0.6247527200791295
1869,1930,Entertainer,male dominant,0.7271501752493934
1871,1930,Farm Foreman,male dominant,0.8634953464322648
1872,1930,Farm Laborer,male dominant,0.6842311557691918
1874,1930,Farmer,male dominant,0.9182828879726106
1875,1930,Fireman,male dominant,0.9846609937976182
1876,1930,Fisherman,only male,1.0
1878,1930,Foremen,male dominant,0.8505879944093794
1881,1930,Funeral Director,male dominant,0.9393939393939394
1884,1930,Gardener / Groundskeeper,male dominant,0.9839370829361297
1887,1930,Household Worker,female dominant,-0.8942797358306654
1891,1930,Inspector,male dominant,0.9368016077195561
1893,1930,Insurance Agent,male dominant,0.8895418098093576
1894,1930,Janitor,male dominant,0.8218008387704747
1895,1930,Jeweler,male dominant,0.8786752585044209
1897,1930,Laborer,male dominant,0.912324916343664
1898,1930,Laundry / Dry Cleaning,balanced,-0.32742842988074594
1899,1930,Lawyer / Judge,male dominant,0.968634114276501
1903,1930,Locomotive Engineer,male dominant,0.991181750056639
1907,1930,Lumberman,male dominant,0.986408563950398
1908,1930,Machinist,male dominant,0.974114972638108
1909,1930,Mail Carrier,male dominant,0.990982642477813
1910,1930,Manager / Owner,male dominant,0.8574024286331254
1911,1930,Mason,male dominant,0.9938904515621692
1913,1930,Meat Cutter,male dominant,0.9848057467373726
1914,1930,Mechanic,male dominant,0.9810975752332406
1920,1930,Messenger,male dominant,0.8549772765019402
1921,1930,Metal Filer,male dominant,0.9199954786933424
1923,1930,Metal Worker,male dominant,0.9920718401180589
1925,1930,Military,only male,1.0
1929,1930,Miner,male dominant,0.9946847801228652
1930,1930,Model Maker,only male,1.0
1934,1930,Musician / Music Teacher,balanced,0.07876658953855008
1935,1930,Newsboy,only male,1.0
1936,1930,Nurse,female dominant,-0.9794240149902746
1940,1930,Operative,balanced,0.25661609304491867
1944,1930,Painter,male dominant,0.9501665748583717
1949,1930,Photographer,male dominant,0.7999604404298807
1950,1930,Physician / Surgeon,male dominant,0.8839646208898791
1953,1930,Plasterer,only male,1.0
1954,1930,Plumber,male dominant,0.9959555511062168
1955,1930,Policeman / Detective,male dominant,0.9788065397761825
1956,1930,Porter,male dominant,0.9688343376834634
1959,1930,Pressman,male dominant,0.9714043515117264
1961,1930,Professional - Misc,male dominant,0.8529163636363636
1962,1930,Professor,male dominant,0.3697292880641624
1977,1930,Public Officials,male dominant,0.8938486853621819
1980,1930,Railroad Brakeman,male dominant,0.9885609648577468
1981,1930,Railroad Conductor,only male,1.0
1983,1930,Real Estate Agent,male dominant,0.8895515006527077
1985,1930,Religious Worker,female dominant,-0.6169791863964476
1988,1930,Roller,only male,1.0
1989,1930,Roofer,only male,1.0
1990,1930,Sailor,only male,1.0
1991,1930,Salesman,male dominant,0.44771039922157135
1992,1930,Sawyer,only male,1.0
2000,1930,Security Guard,male dominant,0.9866532143728527
2002,1930,Service Worker,balanced,-0.2602278401635061
2004,1930,Sheriff / Bailiff,only male,1.0
2005,1930,Ship Officers,only male,1.0
2006,1930,Shipping and Receiving,male dominant,0.9768791414866186
2007,1930,Shoemaker,male dominant,0.8814480566095785
2010,1930,Stationary Engineer,male dominant,0.9807607263943243
2018,1930,Teacher,female dominant,-0.6029246367766163
2029,1930,Ticket Agent,male dominant,0.9819662490867295
2030,1930,Tool Maker,only male,1.0
2031,1930,Truck / Tractor Driver,male dominant,0.9946358873191634
2032,1930,Typesetter,male dominant,0.8767706311931078
2034,1930,Upholsterer,male dominant,0.7955173886653328
2037,1930,Waiter / Waitress,balanced,-0.09094446639034486
2055,1940,Architect,male dominant,0.9700474495848161
2056,1940,Artist / Art Teacher,male dominant,0.3736307413472392
2059,1940,Author,male dominant,0.4801207527779562
2061,1940,Baker,male dominant,0.8379884220994329
2063,1940,Barber / Beautician,balanced,-0.00805386460898544
2064,1940,Bartender,male dominant,0.9014501701542781
2065,1940,Bill Collector,male dominant,0.8402143995364334
2070,1940,Boilermaker,male dominant,0.9824981949458483
2072,1940,Bookkeeper,balanced,-0.023460356953540557
2078,1940,Cabinet Maker,male dominant,0.8817148433044822
2080,1940,Carpenter,male dominant,0.9948773580842449
2085,1940,Chemist,male dominant,0.9345768756000549
2087,1940,Clergyman,male dominant,0.9416422904675149
2088,1940,Clerical Worker,balanced,0.2812950143009636
2099,1940,Delivery Man,male dominant,0.9815101870779604
2101,1940,Dentist,male dominant,0.9600958826847151
2102,1940,Designer,balanced,0.2756218099327554
2106,1940,Draftsman,male dominant,0.9568749266126536
2107,1940,Dressmaker / Seamstress,female dominant,-0.9104927821724276
2110,1940,Editor / Reporter,male dominant,0.5178054128455051
2117,1940,Engineer - Civil,male dominant,0.9933184118548574
2120,1940,Engineer - Mechanical,male dominant,0.9950343539129045
2123,1940,Engraver,male dominant,0.8191382204812535
2124,1940,Entertainer,male dominant,0.7655821246569973
2126,1940,Farm Foreman,male dominant,0.9751771597099905
2127,1940,Farm Laborer,male dominant,0.7742714009269682
2129,1940,Farmer,male dominant,0.9382006260954757
2130,1940,Fireman,male dominant,0.9852516928166776
2131,1940,Fisherman,male dominant,0.9126975007181845
2133,1940,Foremen,male dominant,0.843283074040335
2136,1940,Funeral Director,male dominant,0.9060765929530109
2139,1940,Gardener / Groundskeeper,male dominant,0.9733168020430979
2142,1940,Household Worker,female dominant,-0.8458277645797865
2146,1940,Inspector,male dominant,0.8823529411764706
2148,1940,Insurance Agent,male dominant,0.8727904663329292
2149,1940,Janitor,male dominant,0.784374910834948
2150,1940,Jeweler,male dominant,0.7978719116520898
2152,1940,Laborer,male dominant,0.9433565444019929
2153,1940,Laundry / Dry Cleaning,female dominant,-0.5306017725284188
2154,1940,Lawyer / Judge,male dominant,0.9453753641161711
2158,1940,Locomotive Engineer,male dominant,0.9942394342097759
2162,1940,Lumberman,male dominant,0.9898319306991782
2163,1940,Machinist,male dominant,0.9818766707444158
2164,1940,Mail Carrier,male dominant,0.9630674817364484
2165,1940,Manager / Owner,male dominant,0.7877797069342586
2166,1940,Mason,male dominant,0.9810677722765635
2168,1940,Meat Cutter,male dominant,0.9865857553497285
2169,1940,Mechanic,male dominant,0.9569577269892713
2175,1940,Messenger,male dominant,0.921871788430356
2176,1940,Metal Filer,male dominant,0.8646748054544157
2178,1940,Metal Worker,male dominant,0.9445643367723711
2180,1940,Military,male dominant,0.9965764742769496
2184,1940,Miner,male dominant,0.9878572312337608
2185,1940,Model Maker,male dominant,0.9709369244935543
2189,1940,Musician / Music Teacher,balanced,0.13972233454643482
2190,1940,Newsboy,male dominant,0.9470917948628402
2191,1940,Nurse,female dominant,-0.9123759784258871
2195,1940,Operative,balanced,0.1872416164266534
2199,1940,Painter,male dominant,0.9541469393594336
2204,1940,Photographer,male dominant,0.8244525740946927
2205,1940,Physician / Surgeon,male dominant,0.9083037971793686
2208,1940,Plasterer,male dominant,0.9699190892996012
2209,1940,Plumber,male dominant,0.9865546869702517
2210,1940,Policeman / Detective,male dominant,0.9748640103685957
2211,1940,Porter,male dominant,0.9581412647784778
2214,1940,Pressman,male dominant,0.9609280226445612
2216,1940,Professional - Misc,male dominant,0.5605866338807411
2217,1940,Professor,male dominant,0.44904625559543493
2232,1940,Public Officials,male dominant,0.7867071663920923
2235,1940,Railroad Brakeman,male dominant,0.9879662108015081
2236,1940,Railroad Conductor,male dominant,0.9748870747171687
2238,1940,Real Estate Agent,male dominant,0.83568698982329
2240,1940,Religious Worker,female dominant,-0.45612691801169947
2243,1940,Roller,male dominant,0.9860800055128691
2244,1940,Roofer,male dominant,0.9567949094992381
2245,1940,Sailor,male dominant,0.9777753328198922
2246,1940,Salesman,male dominant,0.367533476702723
2247,1940,Sawyer,male dominant,0.9871351236599087
2255,1940,Security Guard,male dominant,0.9705490405117271
2257,1940,Service Worker,balanced,-0.09605479237076768
2259,1940,Sheriff / Bailiff,male dominant,0.9464758876523582
2260,1940,Ship Officers,male dominant,0.9824804856895056
2261,1940,Shipping and Receiving,male dominant,0.8591578853907281
2262,1940,Shoemaker,male dominant,0.9779445727482678
2265,1940,Stationary Engineer,male dominant,0.9864132576653267
2273,1940,Teacher,female dominant,-0.49490772859719717
2284,1940,Ticket Agent,male dominant,0.9030577265871383
2285,1940,Tool Maker,male dominant,0.9979041294874456
2286,1940,Truck / Tractor Driver,male dominant,0.9860132884339841
2287,1940,Typesetter,male dominant,0.8621617206643071
2289,1940,Upholsterer,male dominant,0.8922614429790535
2292,1940,Waiter / Waitress,female dominant,-0.33432077661604803
2310,1950,Architect,male dominant,0.9590354789060341
2311,1950,Artist / Art Teacher,balanced,0.2678541095391783
2314,1950,Author,balanced,0.2730187227494229
2316,1950,Baker,male dominant,0.8359448227809252
2318,1950,Barber / Beautician,balanced,-0.0007780460502868731
2319,1950,Bartender,male dominant,0.846414821196229
2320,1950,Bill Collector,male dominant,0.6489033895232916
2325,1950,Boilermaker,male dominant,0.9835112294213424
2327,1950,Bookkeeper,female dominant,-0.5418205343857152
2333,1950,Cabinet Maker,male dominant,0.9843669160316018
2335,1950,Carpenter,male dominant,0.9883130501550466
2340,1950,Chemist,male dominant,0.8034109387014231
2342,1950,Clergyman,male dominant,0.9088101107993992
2343,1950,Clerical Worker,balanced,0.014417430528784272
2354,1950,Delivery Man,male dominant,0.9633429385598555
2356,1950,Dentist,male dominant,0.944181840601751
2357,1950,Designer,male dominant,0.510309049793819
2361,1950,Draftsman,male dominant,0.8855609665833986
2362,1950,Dressmaker / Seamstress,female dominant,-0.9376867437301426
2365,1950,Editor / Reporter,male dominant,0.4460818611159699
2372,1950,Engineer - Civil,male dominant,0.9368408301092528
2375,1950,Engineer - Mechanical,male dominant,0.9873825571463607
2378,1950,Engraver,male dominant,0.7641374373657838
2379,1950,Entertainer,balanced,0.2565026898119905
2381,1950,Farm Foreman,male dominant,0.9549235309900724
2382,1950,Farm Laborer,male dominant,0.5450629203973058
2384,1950,Farmer,male dominant,0.9475642448624391
2385,1950,Fireman,male dominant,0.9687921402427278
2386,1950,Fisherman,male dominant,0.9646696088507345
2388,1950,Foremen,male dominant,0.8451378100039336
2391,1950,Funeral Director,male dominant,0.790990990990991
2394,1950,Gardener / Groundskeeper,male dominant,0.9539840848146236
2397,1950,Household Worker,female dominant,-0.8862252221274555
2401,1950,Inspector,male dominant,0.8775121198765976
2403,1950,Insurance Agent,male dominant,0.8430698557011925
2404,1950,Janitor,male dominant,0.7413598828793262
2405,1950,Jeweler,male dominant,0.883387482733799
2407,1950,Laborer,male dominant,0.9287164817622338
2408,1950,Laundry / Dry Cleaning,female dominant,-0.36332563920454547
2409,1950,Lawyer / Judge,male dominant,0.9342527635758753
2413,1950,Locomotive Engineer,male dominant,0.9952142811926316
2417,1950,Lumberman,male dominant,0.9832393199672628
2418,1950,Machinist,male dominant,0.9729453523319096
2419,1950,Mail Carrier,male dominant,0.9685106681968289
2420,1950,Manager / Owner,male dominant,0.7477830410105407
2421,1950,Mason,male dominant,0.9903866469469681
2423,1950,Meat Cutter,male dominant,0.9587844168745696
2424,1950,Mechanic,male dominant,0.9707700116442242
2430,1950,Messenger,male dominant,0.6503529839057499
2431,1950,Metal Filer,male dominant,0.9151387777295804
2433,1950,Metal Worker,male dominant,0.9812642461101925
2435,1950,Military,male dominant,0.959181899451274
2439,1950,Miner,male dominant,0.9975611930307307
2440,1950,Model Maker,male dominant,0.9106055341173028
2444,1950,Musician / Music Teacher,balanced,-0.05400716878819907
2445,1950,Newsboy,male dominant,0.9383460557309433
2446,1950,Nurse,female dominant,-0.9451831544637387
2450,1950,Operative,balanced,0.22307874104996106
2454,1950,Painter,male dominant,0.8960151890912292
2459,1950,Photographer,male dominant,0.6459210620226965
2460,1950,Physician / Surgeon,male dominant,0.8826884569486864
2463,1950,Plasterer,male dominant,0.965388765014745
2464,1950,Plumber,male dominant,0.9850012385855014
2465,1950,Policeman / Detective,male dominant,0.955375332071984
2466,1950,Porter,male dominant,0.9278394653292484
2469,1950,Pressman,male dominant,0.935012517243141
2471,1950,Professional - Misc,male dominant,0.6711983372516951
2472,1950,Professor,balanced,0.29021846569705284
2487,1950,Public Officials,male dominant,0.6784160172531145
2490,1950,Railroad Brakeman,male dominant,0.9879157842282297
2491,1950,Railroad Conductor,male dominant,0.9980615981046737
2493,1950,Real Estate Agent,male dominant,0.6897766447099898
2495,1950,Religious Worker,balanced,-0.291608282733925
2498,1950,Roller,male dominant,0.9702857808721997
2499,1950,Roofer,only male,1.0
2500,1950,Sailor,male dominant,0.9666412923961769
2501,1950,Salesman,balanced,0.23486592903207282
2502,1950,Sawyer,male dominant,0.9519713618057972
2510,1950,Security Guard,male dominant,0.959517231568623
2512,1950,Service Worker,balanced,-0.14272097433151118
2514,1950,Sheriff / Bailiff,male dominant,0.8848104443886518
2515,1950,Ship Officers,male dominant,0.7761229221519236
2516,1950,Shipping and Receiving,male dominant,0.8769921245953688
2517,1950,Shoemaker,male dominant,0.9501930367639386
2520,1950,Stationary Engineer,male dominant,0.984952542299255
2528,1950,Teacher,female dominant,-0.48931708972748716
2539,1950,Ticket Agent,male dominant,0.7594600868901934
2540,1950,Tool Maker,male dominant,0.9950522536306095
2541,1950,Truck / Tractor Driver,male dominant,0.9924839827808697
2542,1950,Typesetter,male dominant,0.872109846165517
2544,1950,Upholsterer,male dominant,0.8626159832385514
2547,1950,Waiter / Waitress,female dominant,-0.6489623047948582
2565,1960,Architect,male dominant,0.929912070343725
2566,1960,Artist / Art Teacher,balanced,0.08274362887933027
2569,1960,Author,balanced,0.2968183648811921
2571,1960,Baker,male dominant,0.5832031675687457
2573,1960,Barber / Beautician,balanced,-0.24304594002509247
2574,1960,Bartender,male dominant,0.7130870693639564
2575,1960,Bill Collector,male dominant,0.542273547812755
2580,1960,Boilermaker,male dominant,0.9936287286417608
2582,1960,Bookkeeper,female dominant,-0.7625264604196804
2588,1960,Cabinet Maker,male dominant,0.9639171257856755
2590,1960,Carpenter,male dominant,0.9931329788149137
2595,1960,Chemist,male dominant,0.7216398788725833
2597,1960,Clergyman,male dominant,0.929467874906316
2598,1960,Clerical Worker,balanced,-0.29882308742426433
2609,1960,Delivery Man,male dominant,0.9021558202298033
2611,1960,Dentist,male dominant,0.9275401859809472
2612,1960,Designer,male dominant,0.4776804937562796
2616,1960,Draftsman,male dominant,0.7976402015745482
2617,1960,Dressmaker / Seamstress,female dominant,-0.9428580366313353
2620,1960,Editor / Reporter,balanced,0.15043317814680401
2627,1960,Engineer - Civil,male dominant,0.9862557986946462
2630,1960,Engineer - Mechanical,male dominant,0.9928621221780656
2633,1960,Engraver,male dominant,0.6624324148263957
2634,1960,Entertainer,male dominant,0.3630373391904613
2636,1960,Farm Foreman,male dominant,0.901628557328508
2637,1960,Farm Laborer,male dominant,0.3608423049763832
2639,1960,Farmer,male dominant,0.8771132221659858
2640,1960,Fireman,male dominant,0.9891244225270915
2641,1960,Fisherman,male dominant,0.9611361826387046
2643,1960,Foremen,male dominant,0.8292826255599021
2646,1960,Funeral Director,male dominant,0.8676474344239267
2649,1960,Gardener / Groundskeeper,male dominant,0.9559754626246835
2652,1960,Household Worker,female dominant,-0.9205078393349392
2656,1960,Inspector,male dominant,0.7932186657554011
2658,1960,Insurance Agent,male dominant,0.7289903906152502
2659,1960,Janitor,male dominant,0.7110566952533666
2660,1960,Jeweler,male dominant,0.8245938628158844
2662,1960,Laborer,male dominant,0.8883982257687532
2663,1960,Laundry / Dry Cleaning,female dominant,-0.5833583182508151
2664,1960,Lawyer / Judge,male dominant,0.9133479489781128
2668,1960,Locomotive Engineer,male dominant,0.9950054234038797
2672,1960,Lumberman,male dominant,0.9806523175395955
2673,1960,Machinist,male dominant,0.9600751759902826
2674,1960,Mail Carrier,male dominant,0.9421658976483602
2675,1960,Manager / Owner,male dominant,0.6627638092565721
2676,1960,Mason,male dominant,0.9907811619436945
2678,1960,Meat Cutter,male dominant,0.9089328500045253
2679,1960,Mechanic,male dominant,0.9556474967825946
2685,1960,Messenger,male dominant,0.6253610601974915
2686,1960,Metal Filer,male dominant,0.8312091439526084
2688,1960,Metal Worker,male dominant,0.9599970950474832
2690,1960,Military,male dominant,0.9614938707170431
2694,1960,Miner,male dominant,0.9852638711924907
2695,1960,Model Maker,male dominant,0.9344733438712459
2699,1960,Musician / Music Teacher,balanced,-0.20626358689826388
2700,1960,Newsboy,male dominant,0.9149770193500327
2701,1960,Nurse,female dominant,-0.955957838761751
2705,1960,Operative,balanced,-0.005776326542657649
2709,1960,Painter,male dominant,0.8801087291513605
2714,1960,Photographer,male dominant,0.6568239405130583
2715,1960,Physician / Surgeon,male dominant,0.8631465652627303
2718,1960,Plasterer,male dominant,0.9937366904672429
2719,1960,Plumber,male dominant,0.9925128760310203
2720,1960,Policeman / Detective,male dominant,0.9171459438292993
2721,1960,Porter,male dominant,0.9625102225283002
2724,1960,Pressman,male dominant,0.8608362591765082
2726,1960,Professional - Misc,male dominant,0.4736089545236207
2727,1960,Professor,male dominant,0.416016540904634
2742,1960,Public Officials,male dominant,0.49097513223878547
2745,1960,Railroad Brakeman,male dominant,0.9944268630800683
2746,1960,Railroad Conductor,male dominant,0.987433633878923
2748,1960,Real Estate Agent,male dominant,0.4459819834953699
2750,1960,Religious Worker,balanced,-0.24547563805104408
2753,1960,Roller,male dominant,0.94801125649134
2754,1960,Roofer,male dominant,0.9969133396729387
2755,1960,Sailor,male dominant,0.9718559735494536
2756,1960,Salesman,balanced,-0.11189877599976678
2757,1960,Sawyer,male dominant,0.9449243868117775
2765,1960,Security Guard,male dominant,0.9087724431656548
2767,1960,Service Worker,female dominant,-0.3969891413411033
2769,1960,Sheriff / Bailiff,male dominant,0.8937191625550074
2770,1960,Ship Officers,male dominant,0.9912193615284488
2771,1960,Shipping and Receiving,male dominant,0.7646054142837589
2772,1960,Shoemaker,male dominant,0.9291968205006526
2775,1960,Stationary Engineer,male dominant,0.9817899318304302
2783,1960,Teacher,female dominant,-0.5341807299793757
2794,1960,Ticket Agent,male dominant,0.45457473189269265
2795,1960,Tool Maker,male dominant,0.976092820633646
2796,1960,Truck / Tractor Driver,male dominant,0.9871641324868715
2797,1960,Typesetter,male dominant,0.7547039948815882
2799,1960,Upholsterer,male dominant,0.730648729713276
2802,1960,Waiter / Waitress,female dominant,-0.8329519059509842
2820,1970,Architect,male dominant,0.9126924301053654
2821,1970,Artist / Art Teacher,balanced,0.1519138952238757
2824,1970,Author,balanced,0.20527568425228085
2826,1970,Baker,balanced,0.3228909904066095
2828,1970,Barber / Beautician,female dominant,-0.4758936539672217
2829,1970,Bartender,male dominant,0.5097486829330404
2830,1970,Bill Collector,balanced,0.1463085360708761
2835,1970,Boilermaker,male dominant,0.9668812235242339
2837,1970,Bookkeeper,female dominant,-0.690450900731487
2843,1970,Cabinet Maker,male dominant,0.861615429890886
2845,1970,Carpenter,male dominant,0.971933284793619
2850,1970,Chemist,male dominant,0.6797397754513976
2852,1970,Clergyman,male dominant,0.9303251020005955
2853,1970,Clerical Worker,female dominant,-0.3472141984249625
2864,1970,Delivery Man,male dominant,0.907811128122658
2866,1970,Dentist,male dominant,0.9033202817463233
2867,1970,Designer,male dominant,0.3858423992943252
2871,1970,Draftsman,male dominant,0.7992611639614267
2872,1970,Dressmaker / Seamstress,female dominant,-0.9244128105484759
2875,1970,Editor / Reporter,balanced,0.15240864087710543
2882,1970,Engineer - Civil,male dominant,0.9645308805300056
2885,1970,Engineer - Mechanical,male dominant,0.9826062990920366
2888,1970,Engraver,male dominant,0.3637766681797549
2889,1970,Entertainer,male dominant,0.3635201441564292
2891,1970,Farm Foreman,male dominant,0.8097338835918599
2892,1970,Farm Laborer,male dominant,0.46339224928672024
2894,1970,Farmer,male dominant,0.872859805979874
2895,1970,Fireman,male dominant,0.9402766455238967
2896,1970,Fisherman,male dominant,0.8817400876727408
2898,1970,Foremen,male dominant,0.8139475579840523
2901,1970,Funeral Director,male dominant,0.826526402640264
2904,1970,Gardener / Groundskeeper,male dominant,0.9269126058130535
2907,1970,Household Worker,female dominant,-0.9104661252987769
2911,1970,Inspector,male dominant,0.7974875934906474
2913,1970,Insurance Agent,male dominant,0.6441195494555303
2914,1970,Janitor,male dominant,0.7214561771256387
2915,1970,Jeweler,male dominant,0.5829248091688491
2917,1970,Laborer,male dominant,0.7893808273006785
2918,1970,Laundry / Dry Cleaning,female dominant,-0.4938223156415922
2919,1970,Lawyer / Judge,male dominant,0.8814949497650354
2923,1970,Locomotive Engineer,male dominant,0.9762311520463492
2927,1970,Lumberman,male dominant,0.9268850911487323
2928,1970,Machinist,male dominant,0.9190036389076917
2929,1970,Mail Carrier,male dominant,0.808878280965321
2930,1970,Manager / Owner,male dominant,0.6298851836916249
2931,1970,Mason,male dominant,0.9715061058344641
2933,1970,Meat Cutter,male dominant,0.8520991130265055
2934,1970,Mechanic,male dominant,0.9410907908743793
2940,1970,Messenger,male dominant,0.549331170537234
2941,1970,Metal Filer,male dominant,0.644414990887806
2943,1970,Metal Worker,male dominant,0.9579127228579779
2945,1970,Military,male dominant,0.9443846775655016
2949,1970,Miner,male dominant,0.9245758590208281
2950,1970,Model Maker,male dominant,0.8935831008369869
2954,1970,Musician / Music Teacher,balanced,-0.17447138209952523
2955,1970,Newsboy,male dominant,0.8693414486786457
2956,1970,Nurse,female dominant,-0.8911081819720899
2960,1970,Operative,balanced,-0.016241343500485204
2964,1970,Painter,male dominant,0.8122172075610372
2969,1970,Photographer,male dominant,0.620342934861806
2970,1970,Physician / Surgeon,male dominant,0.7912673552742391
2973,1970,Plasterer,male dominant,0.9363826575204598
2974,1970,Plumber,male dominant,0.9740818336963911
2975,1970,Policeman / Detective,male dominant,0.9086086156893258
2976,1970,Porter,male dominant,0.9599158232287804
2979,1970,Pressman,male dominant,0.7696734515447126
2981,1970,Professional - Misc,balanced,0.08501115357243244
2982,1970,Professor,balanced,0.23293527056433044
2997,1970,Public Officials,male dominant,0.496623353532959
3000,1970,Railroad Brakeman,male dominant,0.9794467757129399
3001,1970,Railroad Conductor,male dominant,0.9669872675643492
3003,1970,Real Estate Agent,balanced,0.2726412849131329
3005,1970,Religious Worker,balanced,-0.183659850326517
3008,1970,Roller,male dominant,0.8672407267221802
3009,1970,Roofer,male dominant,0.973178435676428
3010,1970,Sailor,male dominant,0.9447473144250454
3011,1970,Salesman,balanced,-0.07454498757723928
3012,1970,Sawyer,male dominant,0.7866594107128975
3020,1970,Security Guard,male dominant,0.888284017015535
3022,1970,Service Worker,balanced,-0.2658539309207355
3024,1970,Sheriff / Bailiff,male dominant,0.8735309727803473
3025,1970,Ship Officers,male dominant,0.9316920352776926
3026,1970,Shipping and Receiving,male dominant,0.6252529404639211
3027,1970,Shoemaker,male dominant,0.753347630236925
3030,1970,Stationary Engineer,male dominant,0.9706657813018769
3038,1970,Teacher,female dominant,-0.4829053551141928
3049,1970,Ticket Agent,balanced,0.14206305890255677
3050,1970,Tool Maker,male dominant,0.9516527156636821
3051,1970,Truck / Tractor Driver,male dominant,0.9649376787104416
3052,1970,Typesetter,male dominant,0.5944873313817268
3054,1970,Upholsterer,male dominant,0.5975023899127531
3057,1970,Waiter / Waitress,female dominant,-0.830445600242885
3075,1980,Architect,male dominant,0.8155398689286858
3076,1980,Artist / Art Teacher,balanced,-0.01796858964046178
3079,1980,Author,balanced,0.038704523999709535
3081,1980,Baker,balanced,0.14738518475534665
3083,1980,Barber / Beautician,female dominant,-0.566617548757834
